time,Direction [deg],Gusts [m/s],Speed [m/s]
2019-02-16 16:18:00+00:00,8.0,1.7,1.3
2019-02-16 16:24:00+00:00,3.0,3.2,2.7
2019-02-16 16:30:00+00:00,2.0,3.6,2.4
2019-02-16 16:36:00+00:00,360.0,2.9,2.0
2019-02-16 16:42:00+00:00,357.0,2.4,1.9
2019-02-16 16:48:00+00:00,343.0,3.4,2.2
2019-02-16 16:54:00+00:00,332.0,4.4,3.9
2019-02-16 17:00:00+00:00,354.0,5.9,4.8
2019-02-16 17:06:00+00:00,344.0,6.5,5.2
2019-02-16 17:12:00+00:00,352.0,5.9,4.5
2019-02-16 17:18:00+00:00,344.0,5.6,4.5
2019-02-16 17:24:00+00:00,338.0,6.6,4.5
2019-02-16 17:30:00+00:00,344.0,5.9,5.1
2019-02-16 17:36:00+00:00,351.0,8.0,5.9
2019-02-16 17:42:00+00:00,351.0,6.9,6.0
2019-02-16 17:48:00+00:00,353.0,7.6,5.9
2019-02-16 17:54:00+00:00,11.0,6.1,4.4
2019-02-16 18:00:00+00:00,11.0,6.3,5.3
2019-02-16 18:06:00+00:00,3.0,6.3,5.2
2019-02-16 18:12:00+00:00,2.0,6.8,4.5
2019-02-16 18:18:00+00:00,8.0,4.8,3.7
2019-02-16 18:24:00+00:00,5.0,5.7,4.2
2019-02-16 18:30:00+00:00,12.0,4.3,3.4
2019-02-16 18:36:00+00:00,9.0,3.8,2.4
2019-02-16 18:42:00+00:00,347.0,3.1,2.5
2019-02-16 18:48:00+00:00,334.0,2.8,2.3
2019-02-16 18:54:00+00:00,310.0,3.1,1.6
2019-02-16 19:00:00+00:00,311.0,2.4,1.7
2019-02-16 19:06:00+00:00,283.0,2.3,1.9
2019-02-16 19:12:00+00:00,245.0,2.0,1.7
2019-02-16 19:18:00+00:00,268.0,2.3,1.9
2019-02-16 19:24:00+00:00,282.0,2.6,1.7
2019-02-16 19:30:00+00:00,287.0,2.8,2.4
2019-02-16 19:36:00+00:00,325.0,5.5,3.7
2019-02-16 19:42:00+00:00,1.0,5.0,3.6
2019-02-16 19:48:00+00:00,339.0,5.2,3.2
2019-02-16 19:54:00+00:00,326.0,5.3,3.4
2019-02-16 20:00:00+00:00,309.0,3.0,1.9
2019-02-16 20:06:00+00:00,309.0,2.5,1.1
2019-02-16 20:12:00+00:00,311.0,2.2,1.4
2019-02-16 20:18:00+00:00,305.0,1.4,0.8
2019-02-16 20:24:00+00:00,274.0,1.4,0.8
2019-02-16 20:30:00+00:00,268.0,1.1,0.4
2019-02-16 20:36:00+00:00,308.0,0.6,0.0
2019-02-16 20:42:00+00:00,30.0,1.1,0.8
2019-02-16 20:48:00+00:00,29.0,1.1,0.5
2019-02-16 20:54:00+00:00,94.0,0.8,0.4
2019-02-16 21:00:00+00:00,95.0,0.9,0.7
2019-02-16 21:06:00+00:00,88.0,1.0,0.8
2019-02-16 21:12:00+00:00,78.0,1.1,0.8
2019-02-16 21:18:00+00:00,95.0,0.9,0.0
2019-02-16 21:24:00+00:00,309.0,1.5,0.9
2019-02-16 21:30:00+00:00,323.0,8.8,7.3
2019-02-16 21:36:00+00:00,328.0,9.6,7.1
2019-02-16 21:42:00+00:00,334.0,7.9,4.9
2019-02-16 21:48:00+00:00,347.0,6.7,5.6
2019-02-16 21:54:00+00:00,348.0,7.2,6.2
2019-02-16 22:00:00+00:00,350.0,6.5,5.1
2019-02-16 22:06:00+00:00,6.0,6.6,5.3
2019-02-16 22:12:00+00:00,3.0,6.0,5.0
2019-02-16 22:18:00+00:00,2.0,6.2,5.0
2019-02-16 22:24:00+00:00,357.0,5.1,4.1
2019-02-16 22:30:00+00:00,4.0,4.4,3.8
2019-02-16 22:36:00+00:00,360.0,4.1,3.5
2019-02-16 22:42:00+00:00,3.0,3.9,3.0
2019-02-16 22:48:00+00:00,352.0,3.1,2.5
2019-02-16 22:54:00+00:00,7.0,3.3,1.0
2019-02-16 23:00:00+00:00,354.0,1.5,0.8
2019-02-16 23:06:00+00:00,1.0,1.9,1.2
2019-02-16 23:12:00+00:00,17.0,1.3,0.4
2019-02-16 23:18:00+00:00,259.0,1.0,0.2
2019-02-16 23:24:00+00:00,164.0,1.6,1.0
2019-02-16 23:30:00+00:00,192.0,2.1,1.3
2019-02-16 23:36:00+00:00,228.0,3.2,2.7
2019-02-16 23:42:00+00:00,253.0,3.5,2.5
2019-02-16 23:48:00+00:00,242.0,3.4,2.9
2019-02-16 23:54:00+00:00,248.0,6.9,4.9
2019-02-17 00:00:00+00:00,245.0,6.5,4.9
2019-02-17 00:06:00+00:00,240.0,6.4,5.2
2019-02-17 00:12:00+00:00,270.0,6.4,4.1
2019-02-17 00:18:00+00:00,300.0,7.0,3.4
2019-02-17 00:24:00+00:00,309.0,6.1,4.5
2019-02-17 00:30:00+00:00,298.0,4.4,3.9
2019-02-17 00:36:00+00:00,288.0,4.2,1.7
2019-02-17 00:42:00+00:00,255.0,1.2,0.7
2019-02-17 00:48:00+00:00,277.0,1.8,0.5
2019-02-17 00:54:00+00:00,190.0,2.4,1.9
2019-02-17 01:00:00+00:00,191.0,3.0,1.4
2019-02-17 01:06:00+00:00,174.0,2.5,1.7
2019-02-17 01:12:00+00:00,186.0,1.7,0.8
2019-02-17 01:18:00+00:00,239.0,1.5,1.2
2019-02-17 01:24:00+00:00,287.0,2.1,1.2
2019-02-17 01:30:00+00:00,272.0,3.0,1.6
2019-02-17 01:36:00+00:00,317.0,4.3,3.0
2019-02-17 01:42:00+00:00,349.0,4.0,3.1
2019-02-17 01:48:00+00:00,13.0,3.6,2.7
2019-02-17 01:54:00+00:00,3.0,4.3,3.2
2019-02-17 02:00:00+00:00,349.0,3.5,3.1
2019-02-17 02:06:00+00:00,351.0,3.6,3.0
2019-02-17 02:12:00+00:00,334.0,3.2,2.2
2019-02-17 02:18:00+00:00,313.0,2.3,1.0
2019-02-17 02:24:00+00:00,292.0,1.0,0.0
2019-02-17 02:30:00+00:00,126.0,0.2,0.0
2019-02-17 02:36:00+00:00,54.0,1.0,0.6
2019-02-17 02:42:00+00:00,116.0,1.1,0.3
2019-02-17 02:48:00+00:00,131.0,1.3,1.1
2019-02-17 02:54:00+00:00,90.0,2.3,1.6
2019-02-17 03:00:00+00:00,94.0,1.9,1.2
2019-02-17 03:06:00+00:00,89.0,2.0,1.7
2019-02-17 03:12:00+00:00,99.0,2.2,1.7
2019-02-17 03:18:00+00:00,98.0,1.9,1.6
2019-02-17 03:24:00+00:00,117.0,2.5,1.9
2019-02-17 03:30:00+00:00,105.0,2.7,1.9
2019-02-17 03:36:00+00:00,103.0,2.5,2.2
2019-02-17 03:42:00+00:00,110.0,2.1,1.9
2019-02-17 03:48:00+00:00,153.0,2.5,1.7
2019-02-17 03:54:00+00:00,154.0,2.7,2.1
2019-02-17 04:00:00+00:00,154.0,2.7,1.6
2019-02-17 04:06:00+00:00,155.0,2.3,1.9
2019-02-17 04:12:00+00:00,170.0,2.4,2.1
2019-02-17 04:18:00+00:00,191.0,2.5,1.5
2019-02-17 04:24:00+00:00,194.0,2.4,1.7
2019-02-17 04:30:00+00:00,184.0,2.7,2.2
2019-02-17 04:36:00+00:00,190.0,2.5,1.9
2019-02-17 04:42:00+00:00,181.0,4.0,3.4
2019-02-17 04:48:00+00:00,177.0,3.9,3.3
2019-02-17 04:54:00+00:00,174.0,4.3,3.8
2019-02-17 05:00:00+00:00,163.0,4.8,4.0
2019-02-17 05:06:00+00:00,158.0,5.0,4.2
2019-02-17 05:12:00+00:00,160.0,5.3,4.0
2019-02-17 05:18:00+00:00,161.0,5.3,4.2
2019-02-17 05:24:00+00:00,149.0,5.0,4.3
2019-02-17 05:30:00+00:00,151.0,5.3,4.5
2019-02-17 05:36:00+00:00,156.0,4.9,4.1
2019-02-17 05:42:00+00:00,155.0,5.1,4.0
2019-02-17 05:48:00+00:00,167.0,4.7,4.2
2019-02-17 05:54:00+00:00,174.0,4.9,3.8
2019-02-17 06:00:00+00:00,167.0,4.5,3.4
2019-02-17 06:06:00+00:00,230.0,4.3,1.0
2019-02-17 06:12:00+00:00,284.0,4.7,2.6
2019-02-17 06:18:00+00:00,301.0,5.4,3.7
2019-02-17 06:24:00+00:00,307.0,5.1,3.9
2019-02-17 06:30:00+00:00,298.0,5.6,3.8
2019-02-17 06:36:00+00:00,292.0,5.4,4.4
2019-02-17 06:42:00+00:00,284.0,5.7,4.1
2019-02-17 06:48:00+00:00,284.0,5.3,3.2
2019-02-17 06:54:00+00:00,280.0,3.8,2.8
2019-02-17 07:00:00+00:00,295.0,3.0,2.1
2019-02-17 07:06:00+00:00,306.0,2.6,1.1
2019-02-17 07:12:00+00:00,350.0,1.3,0.0
2019-02-17 07:18:00+00:00,77.0,1.4,1.1
2019-02-17 07:24:00+00:00,80.0,1.9,1.5
2019-02-17 07:30:00+00:00,84.0,2.3,1.9
2019-02-17 07:36:00+00:00,90.0,2.9,2.5
2019-02-17 07:42:00+00:00,92.0,3.3,3.0
2019-02-17 07:48:00+00:00,102.0,3.7,2.9
2019-02-17 07:54:00+00:00,142.0,5.3,3.8
2019-02-17 08:00:00+00:00,160.0,5.6,4.8
2019-02-17 08:06:00+00:00,167.0,5.9,5.4
2019-02-17 08:12:00+00:00,168.0,6.5,5.6
2019-02-17 08:18:00+00:00,168.0,6.2,5.5
2019-02-17 08:24:00+00:00,156.0,6.3,5.2
2019-02-17 08:30:00+00:00,158.0,6.5,4.8
2019-02-17 08:36:00+00:00,164.0,6.1,5.6
2019-02-17 08:42:00+00:00,163.0,6.2,5.2
2019-02-17 08:48:00+00:00,164.0,6.3,5.2
2019-02-17 08:54:00+00:00,162.0,6.1,5.1
2019-02-17 09:00:00+00:00,164.0,6.2,5.1
2019-02-17 09:06:00+00:00,168.0,6.1,5.1
2019-02-17 09:12:00+00:00,168.0,5.8,4.8
2019-02-17 09:18:00+00:00,159.0,6.3,4.5
2019-02-17 09:24:00+00:00,158.0,5.3,4.2
2019-02-17 09:30:00+00:00,150.0,5.9,3.9
2019-02-17 09:36:00+00:00,161.0,4.7,3.6
2019-02-17 09:42:00+00:00,154.0,4.5,3.7
2019-02-17 09:48:00+00:00,135.0,4.5,3.5
2019-02-17 09:54:00+00:00,119.0,3.9,2.5
2019-02-17 10:00:00+00:00,99.0,3.9,3.0
2019-02-17 10:06:00+00:00,84.0,4.4,3.4
2019-02-17 10:12:00+00:00,90.0,4.6,3.8
2019-02-17 10:18:00+00:00,96.0,4.7,3.5
2019-02-17 10:24:00+00:00,93.0,4.5,3.9
2019-02-17 10:30:00+00:00,89.0,4.5,4.0
2019-02-17 10:36:00+00:00,97.0,4.4,3.7
2019-02-17 10:42:00+00:00,92.0,4.9,3.6
2019-02-17 10:48:00+00:00,97.0,5.3,3.2
2019-02-17 10:54:00+00:00,101.0,4.7,3.2
2019-02-17 11:00:00+00:00,91.0,4.6,3.4
2019-02-17 11:06:00+00:00,93.0,5.2,4.1
2019-02-17 11:12:00+00:00,125.0,5.7,4.6
2019-02-17 11:18:00+00:00,135.0,5.2,3.7
2019-02-17 11:24:00+00:00,140.0,4.7,3.7
2019-02-17 11:30:00+00:00,132.0,4.7,3.5
2019-02-17 11:36:00+00:00,120.0,5.0,3.1
2019-02-17 11:42:00+00:00,127.0,3.8,3.0
2019-02-17 11:48:00+00:00,95.0,3.5,2.9
2019-02-17 11:54:00+00:00,84.0,4.7,3.5
2019-02-17 12:00:00+00:00,88.0,4.8,3.8
2019-02-17 12:06:00+00:00,93.0,4.0,3.3
2019-02-17 12:12:00+00:00,105.0,5.1,3.2
2019-02-17 12:18:00+00:00,92.0,4.6,4.0
2019-02-17 12:24:00+00:00,82.0,5.3,4.5
2019-02-17 12:30:00+00:00,87.0,4.6,4.0
2019-02-17 12:36:00+00:00,86.0,5.2,4.7
2019-02-17 12:42:00+00:00,94.0,5.5,4.3
2019-02-17 12:48:00+00:00,96.0,5.3,4.7
2019-02-17 12:54:00+00:00,98.0,5.8,4.9
2019-02-17 13:00:00+00:00,90.0,6.2,5.1
2019-02-17 13:06:00+00:00,97.0,5.9,5.3
2019-02-17 13:12:00+00:00,101.0,6.1,5.6
2019-02-17 13:18:00+00:00,94.0,6.5,5.8
2019-02-17 13:24:00+00:00,90.0,6.3,5.2
2019-02-17 13:30:00+00:00,91.0,5.9,4.7
2019-02-17 13:36:00+00:00,92.0,6.2,5.6
2019-02-17 13:42:00+00:00,101.0,6.3,4.9
2019-02-17 13:48:00+00:00,101.0,5.9,4.6
2019-02-17 13:54:00+00:00,94.0,6.1,5.5
2019-02-17 14:00:00+00:00,90.0,6.4,5.7
2019-02-17 14:06:00+00:00,93.0,6.3,5.2
2019-02-17 14:12:00+00:00,83.0,5.8,5.0
2019-02-17 14:18:00+00:00,95.0,6.2,5.6
2019-02-17 14:24:00+00:00,99.0,6.2,5.4
2019-02-17 14:30:00+00:00,93.0,6.5,5.7
2019-02-17 14:36:00+00:00,90.0,6.5,5.6
2019-02-17 14:42:00+00:00,94.0,6.5,5.7
2019-02-17 14:48:00+00:00,90.0,6.7,5.7
